,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
b0059,0.006407692318583598,-0.009932971890554964,-0.019738171354560748,0.012715592172206034,0.01732369647205288,0.0021510401161248197,-0.0019072574380659699,0.016612838050397004,-0.026048212806790476,-0.013372528938747423,0.010914264804599725,0.0017161370788895734,0.0028653566563887852,-0.020038970803802732,-0.017385787793353254,-0.008449512030787018,0.00012108743094883242,-0.027605987655481834,-0.030957043011578658,-0.0026902040702052868
b0060,0.004175565393754915,-0.015821659472104902,0.012559428982338779,-0.0023739379588050254,-0.004545916993939636,0.0027294550455077113,-0.005260664214771756,-0.0015871091736451032,-0.0228495071237907,-0.009269795366963993,0.008886718280546357,-0.0030487472192984584,-0.005943713929068469,0.013680877944798824,-0.008835998336401288,-0.012266765101828373,0.025848202476086143,-0.0019739055421290185,-0.004046474041550131,0.0014904189882219538
b0061,-0.015778835181461386,-0.002889236862346036,-0.014050839648834619,-0.018638386662924163,-0.0034967869200708294,0.0020701063736970906,-0.004178580046910149,0.0004958190579718856,-0.016434716440603105,0.0028068634766724833,0.03739742493075808,0.016261706531319108,0.002887404989171697,0.004920575106859749,0.01627410132883248,-0.014926310649597053,0.00903634351494229,0.01655694007166402,-0.005922179776387701,0.006905005160248532
b0062,-0.010057013297984361,0.005100129326605119,-0.013630172412829959,-0.0022494186541022424,-0.014772615335241848,-0.003050868111558534,-0.0062496069410491,-0.009427132196158334,-0.019362255102011686,-0.0013363303575328021,0.04160906224013172,0.012271282908318876,-0.0009516221566221411,-0.002782438002356738,0.019401340622253106,-0.006959271065855252,0.003356805086474552,0.030343675199978094,-0.0043078000226328276,0.0052844469827594154
b0063,-0.011024336012845809,0.0033344222722331554,-0.012295707093469116,-0.011808092018531212,-0.012320943861568743,-0.0007343180020820808,-0.0027974050475892604,-0.006890587916924064,-0.014020164702155705,0.010880094409126642,0.043721817372564704,0.017737025827511972,0.0034023619520035047,0.0072139147826199845,0.01759806043531165,-0.010805960237307833,0.008866599868047097,0.022870806925466933,-0.006440377342423052,0.008300855604407183
b0064,0.022971674823855103,0.012933564195566724,0.022381191194341163,-0.005660295342708511,0.0009560191023704061,-0.009732755835285815,-0.0058524172847225055,-0.026391109462673007,0.004681554464658682,0.0004008795522612062,0.023576243269371362,0.01871300936349621,-0.003870394957483437,0.007961686443483417,0.015127943323060469,-0.02075955974749625,0.01330196080495653,0.0055810463422534045,0.003842455068742184,0.0018026733093165024
b0065,-0.0006732337115177142,-0.00996624070702697,-0.003972145976232484,0.018261340864841633,-0.008993995369634038,-0.006360451802902674,-0.006621851536948827,-0.006857551525715552,0.010355741865842188,0.04454985525523285,0.01913918314623007,-0.005538681083257877,-0.007463918759739005,0.025203649821470504,-0.00041622234633827577,0.0172455410850319,-0.0005426772571240253,0.006914930748701022,0.0010308931165283885,-0.005693671939255234
b0066,0.014663273908821252,0.007317483280099899,-0.01741874925384097,0.0006745781681405193,0.003767154257630065,-0.004850068940211037,-0.010524026942057924,-0.020038469879453225,-0.003936780926647335,-0.016372264981661836,-0.014224734956371552,-0.0067016965375988925,-0.015935056749835114,-0.013175714044726118,0.0004524331655970495,-0.00027661361292617074,9.46719193006617e-05,-0.0024884433092803872,0.015306863282075183,0.01296310791990931
b0067,0.010416937192061599,0.0006334315677806931,-0.034473317920641386,-0.0011825870785145602,-0.006556472603906572,0.00390747625980604,-0.00853425864385391,-0.017869233142859264,-0.008789028981377883,-0.010914421390388252,-0.018024335215647475,-0.015551521481182204,-0.003861067398414388,-0.01386817206871491,0.008447998693284102,-0.0033029300851627826,-0.0036000708584279276,-0.0026001484067917757,0.022343726752749624,0.007287847758087264
b0068,0.008064005284687094,-0.0036609142641686803,-0.033992012972797234,-0.002812644545023044,-0.009651419827711708,0.007475612016023632,-0.005392736939878191,-0.017940149101163264,0.004358552177241695,0.006438324971303632,-0.02342440739450755,-0.014766136493874772,-0.00012018085112639382,-0.005319140458896536,0.0048128391187778905,-0.010269424212433884,0.003344082930213423,-1.5618822932731652e-05,0.022516927781939755,0.0067800908719688096
b0069,-0.005762940553048899,-0.003375150938031014,0.004260056248086781,-0.0010971474273630342,0.0018849398221405206,-0.0025511629172328396,-0.0023836837867826973,-0.006626163396446582,-0.022584962060559582,0.005366850872722461,-0.015051029643626151,0.0035524665570914925,0.010812040478406204,-0.007034779409907489,-0.005467691923538513,-0.009902158556688079,0.009874675953786988,-0.009135557943227098,-0.0075131359496292275,0.00197155969315877
